Date,Open,High,Low,Close,Volume
2025-08-20T18:00:41.942Z,0.70417,0.70448,0.70374,0.70401,902
2025-08-20T18:01:41.942Z,0.70415,0.70524,0.70263,0.70418,818
2025-08-20T18:02:41.942Z,0.70494,0.70615,0.70383,0.70526,1145
2025-08-20T18:03:41.942Z,0.70357,0.70465,0.70216,0.70329,818
2025-08-20T18:04:41.942Z,0.70394,0.70508,0.70326,0.70375,1367
2025-08-20T18:05:41.942Z,0.70365,0.70542,0.70224,0.70350,552
2025-08-20T18:06:41.942Z,0.70424,0.70498,0.70355,0.70433,698
2025-08-20T18:07:41.942Z,0.70437,0.70508,0.70241,0.70428,1072
2025-08-20T18:08:41.942Z,0.70484,0.70510,0.70403,0.70488,727
2025-08-20T18:09:41.942Z,0.70475,0.70510,0.70365,0.70470,758
2025-08-20T18:10:41.942Z,0.70507,0.70610,0.70365,0.70499,816
2025-08-20T18:11:41.942Z,0.70439,0.70488,0.70368,0.70481,628
2025-08-20T18:12:41.942Z,0.70360,0.70476,0.70251,0.70355,1247
2025-08-20T18:13:41.942Z,0.70391,0.70405,0.70341,0.70413,1024
2025-08-20T18:14:41.942Z,0.70433,0.70517,0.70408,0.70475,1429
2025-08-20T18:15:41.942Z,0.70395,0.70462,0.70351,0.70379,575
2025-08-20T18:16:41.942Z,0.70506,0.70692,0.70467,0.70543,1228
2025-08-20T18:17:41.942Z,0.70501,0.70502,0.70437,0.70520,976
2025-08-20T18:18:41.942Z,0.70479,0.70535,0.70470,0.70512,728
2025-08-20T18:19:41.942Z,0.70491,0.70524,0.70413,0.70464,1382
2025-08-20T18:20:41.942Z,0.70506,0.70582,0.70401,0.70466,824
2025-08-20T18:21:41.942Z,0.70512,0.70590,0.70473,0.70557,934
2025-08-20T18:22:41.942Z,0.70509,0.70669,0.70373,0.70473,977
2025-08-20T18:23:41.942Z,0.70509,0.70659,0.70314,0.70520,957
2025-08-20T18:24:41.942Z,0.70395,0.70510,0.70309,0.70366,1318
2025-08-20T18:25:41.942Z,0.70379,0.70398,0.70198,0.70317,879
2025-08-20T18:26:41.942Z,0.70433,0.70437,0.70244,0.70394,1296
2025-08-20T18:27:41.942Z,0.70400,0.70531,0.70378,0.70429,697
2025-08-20T18:28:41.942Z,0.70462,0.70622,0.70301,0.70451,547
