Date,Open,High,Low,Close,Volume
2025-08-20T18:00:41.879Z,1.25542,1.25726,1.25504,1.25634,1205
2025-08-20T18:01:41.879Z,1.25533,1.25642,1.25370,1.25559,1029
2025-08-20T18:02:41.879Z,1.25514,1.25538,1.25357,1.25494,837
2025-08-20T18:03:41.879Z,1.25553,1.25653,1.25494,1.25542,1348
2025-08-20T18:04:41.879Z,1.25535,1.25540,1.25358,1.25449,1402
2025-08-20T18:05:41.879Z,1.25521,1.25702,1.25405,1.25555,817
2025-08-20T18:06:41.879Z,1.25518,1.25663,1.25381,1.25473,539
2025-08-20T18:07:41.879Z,1.25356,1.25497,1.25280,1.25425,1274
2025-08-20T18:08:41.879Z,1.25428,1.25463,1.25270,1.25403,1441
2025-08-20T18:09:41.879Z,1.25464,1.25542,1.25352,1.25473,1127
2025-08-20T18:10:41.879Z,1.25531,1.25700,1.25490,1.25564,649
2025-08-20T18:11:41.879Z,1.25546,1.25712,1.25355,1.25500,1143
2025-08-20T18:12:41.879Z,1.25464,1.25610,1.25397,1.25464,1368
2025-08-20T18:13:41.879Z,1.25484,1.25589,1.25336,1.25505,921
2025-08-20T18:14:41.879Z,1.25399,1.25491,1.25397,1.25441,519
2025-08-20T18:15:41.879Z,1.25542,1.25614,1.25404,1.25545,852
2025-08-20T18:16:41.879Z,1.25515,1.25669,1.25468,1.25556,796
2025-08-20T18:17:41.879Z,1.25375,1.25486,1.25246,1.25398,1298
2025-08-20T18:18:41.879Z,1.25416,1.25597,1.25375,1.25459,1256
2025-08-20T18:19:41.879Z,1.25548,1.25549,1.25403,1.25510,912
2025-08-20T18:20:41.879Z,1.25504,1.25682,1.25501,1.25594,1340
2025-08-20T18:21:41.879Z,1.25519,1.25661,1.25443,1.25516,990
2025-08-20T18:22:41.879Z,1.25400,1.25458,1.25337,1.25387,1092
2025-08-20T18:23:41.879Z,1.25418,1.25445,1.25363,1.25434,1295
2025-08-20T18:24:41.879Z,1.25421,1.25539,1.25362,1.25475,1144
2025-08-20T18:25:41.879Z,1.25545,1.25602,1.25360,1.25536,1450
2025-08-20T18:26:41.879Z,1.25460,1.25646,1.25278,1.25481,1275
2025-08-20T18:27:41.879Z,1.25484,1.25522,1.25330,1.25484,1411
2025-08-20T18:28:41.879Z,1.25445,1.25446,1.25256,1.25341,1135
2025-08-20T18:29:41.879Z,1.25422,1.25449,1.25307,1.25376,800
2025-08-20T18:30:41.879Z,1.25376,1.25439,1.25271,1.25342,509
2025-08-20T18:31:41.879Z,1.25376,1.25494,1.25371,1.25451,1467
2025-08-20T18:32:41.879Z,1.25508,1.25652,1.25491,1.25572,1471
2025-08-20T18:33:41.879Z,1.25438,1.25525,1.25391,1.25423,810
2025-08-20T18:34:41.879Z,1.25443,1.25559,1.25365,1.25453,503
2025-08-20T18:35:41.879Z,1.25473,1.25558,1.25291,1.25398,778
2025-08-20T18:36:41.879Z,1.25431,1.25564,1.25367,1.25410,1240
2025-08-20T18:37:41.879Z,1.25441,1.25614,1.25304,1.25440,1410
2025-08-20T18:38:41.879Z,1.25454,1.25569,1.25296,1.25416,1045
2025-08-20T18:39:41.879Z,1.25383,1.25481,1.25320,1.25364,943
2025-08-20T18:40:41.879Z,1.25512,1.25607,1.25388,1.25518,1067
2025-08-20T18:41:41.879Z,1.25360,1.25509,1.25256,1.25407,964
2025-08-20T18:42:41.879Z,1.25347,1.25517,1.25234,1.25365,698
2025-08-20T18:43:41.879Z,1.25428,1.25510,1.25365,1.25416,804
2025-08-20T18:44:41.879Z,1.25505,1.25702,1.25446,1.25542,1026
2025-08-20T18:45:41.879Z,1.25535,1.25577,1.25521,1.25524,740
2025-08-20T18:46:41.879Z,1.25517,1.25643,1.25448,1.25492,1400
2025-08-20T18:47:41.879Z,1.25467,1.25595,1.25272,1.25416,797
2025-08-20T18:48:41.879Z,1.25477,1.25613,1.25339,1.25431,1122
2025-08-20T18:49:41.879Z,1.25511,1.25593,1.25470,1.25497,658
2025-08-20T18:50:41.879Z,1.25446,1.25469,1.25268,1.25374,1192
2025-08-20T18:51:41.879Z,1.25511,1.25661,1.25439,1.25538,578
2025-08-20T18:52:41.879Z,1.25488,1.25524,1.25380,1.25460,951
2025-08-20T18:53:41.879Z,1.25358,1.25545,1.25196,1.25346,614
2025-08-20T18:54:41.879Z,1.25402,1.25578,1.25258,1.25391,859
2025-08-20T18:55:41.879Z,1.25360,1.25391,1.25331,1.25405,1139
2025-08-20T18:56:41.879Z,1.25510,1.25621,1.25385,1.25546,1408
2025-08-20T18:57:41.879Z,1.25395,1.25581,1.25380,1.25420,1325
2025-08-20T18:58:41.879Z,1.25406,1.25571,1.25312,1.25478,1432
2025-08-20T18:59:41.879Z,1.25344,1.25436,1.25159,1.25291,1285
2025-08-20T19:00:41.879Z,1.25425,1.25497,1.25353,1.25442,655
2025-08-20T19:01:41.879Z,1.25511,1.25705,1.25497,1.25587,680
2025-08-20T19:02:41.879Z,1.25422,1.25488,1.25352,1.25407,1495
2025-08-20T19:03:41.879Z,1.25472,1.25512,1.25376,1.25438,694
2025-08-20T19:04:41.879Z,1.25438,1.25527,1.25405,1.25445,1479
2025-08-20T19:05:41.879Z,1.25339,1.25449,1.25203,1.25286,999
2025-08-20T19:06:41.879Z,1.25413,1.25564,1.25342,1.25395,1347
2025-08-20T19:07:41.879Z,1.25519,1.25593,1.25366,1.25456,1327
2025-08-20T19:08:41.879Z,1.25329,1.25383,1.25200,1.25266,1148
2025-08-20T19:09:41.879Z,1.25473,1.25543,1.25314,1.25488,650
2025-08-20T19:10:41.879Z,1.25408,1.25451,1.25321,1.25362,1275
2025-08-20T19:11:41.879Z,1.25499,1.25619,1.25394,1.25544,943
2025-08-20T19:12:41.879Z,1.25454,1.25628,1.25309,1.25513,824
2025-08-20T19:13:41.879Z,1.25509,1.25660,1.25364,1.25537,725
2025-08-20T19:14:41.879Z,1.25377,1.25402,1.25342,1.25377,692
2025-08-20T19:15:41.879Z,1.25349,1.25416,1.25264,1.25346,630
2025-08-20T19:16:41.879Z,1.25362,1.25547,1.25331,1.25427,520
2025-08-20T19:17:41.879Z,1.25511,1.25594,1.25465,1.25547,1368
2025-08-20T19:18:41.879Z,1.25396,1.25532,1.25242,1.25348,1475
2025-08-20T19:19:41.879Z,1.25342,1.25360,1.25203,1.25257,504
2025-08-20T19:20:41.879Z,1.25371,1.25482,1.25201,1.25362,1439
2025-08-20T19:21:41.879Z,1.25394,1.25449,1.25357,1.25442,1371
2025-08-20T19:22:41.879Z,1.25433,1.25593,1.25324,1.25401,674
2025-08-20T19:23:41.879Z,1.25348,1.25540,1.25164,1.25316,1402
2025-08-20T19:24:41.879Z,1.25354,1.25486,1.25343,1.25387,922
2025-08-20T19:25:41.879Z,1.25451,1.25479,1.25310,1.25379,1456
2025-08-20T19:26:41.879Z,1.25431,1.25611,1.25321,1.25500,629
2025-08-20T19:27:41.879Z,1.25347,1.25439,1.25286,1.25390,1094
2025-08-20T19:28:41.879Z,1.25424,1.25514,1.25267,1.25381,1383
2025-08-20T19:29:41.879Z,1.25488,1.25622,1.25379,1.25495,1451
2025-08-20T19:30:41.879Z,1.25414,1.25506,1.25398,1.25432,1051
2025-08-20T19:31:41.879Z,1.25375,1.25390,1.25194,1.25278,1061
2025-08-20T19:32:41.879Z,1.25440,1.25600,1.25438,1.25494,683
2025-08-20T19:33:41.879Z,1.25406,1.25480,1.25293,1.25373,1384
2025-08-20T19:34:41.879Z,1.25455,1.25480,1.25379,1.25486,871
2025-08-20T19:35:41.879Z,1.25448,1.25493,1.25364,1.25419,842
2025-08-20T19:36:41.879Z,1.25471,1.25670,1.25280,1.25466,817
2025-08-20T19:37:41.879Z,1.25383,1.25416,1.25246,1.25398,730
2025-08-20T19:38:41.879Z,1.25382,1.25519,1.25197,1.25379,1106
2025-08-20T19:39:41.879Z,1.25390,1.25504,1.25309,1.25378,869
2025-08-20T19:40:41.879Z,1.25329,1.25416,1.25298,1.25377,1262
2025-08-20T19:41:41.879Z,1.25444,1.25560,1.25322,1.25463,660
