Date,Open,High,Low,Close,Volume
2025-05-19 05:55,1.11832,1.11853,1.11831,1.11851,167
2025-05-19 05:56,1.11849,1.11855,1.11844,1.11851,87
2025-05-19 05:57,1.11851,1.1186,1.11847,1.11858,90
2025-05-19 05:58,1.11858,1.1186,1.11849,1.11852,91
2025-05-19 05:59,1.11852,1.11852,1.11846,1.11849,181
2025-05-19 06:00,1.11847,1.11847,1.11816,1.11833,217
2025-05-19 06:01,1.11831,1.11846,1.11818,1.11835,126
2025-05-19 06:02,1.11833,1.11842,1.11825,1.11836,129
2025-05-19 06:03,1.11835,1.11843,1.11827,1.11839,128
2025-05-19 06:04,1.1184,1.1187,1.11833,1.11856,153
2025-05-19 06:05,1.11858,1.1189,1.11857,1.11887,153
2025-05-19 06:06,1.11886,1.11918,1.11886,1.11917,227
2025-05-19 06:07,1.11918,1.11934,1.11915,1.11932,173
2025-05-19 06:08,1.11931,1.11933,1.11917,1.11923,158
2025-05-19 06:09,1.11921,1.11922,1.11901,1.11902,146
2025-05-19 06:10,1.11901,1.11921,1.11899,1.1192,177
2025-05-19 06:11,1.1192,1.11954,1.11919,1.11954,165
2025-05-19 06:12,1.11956,1.11959,1.11917,1.11918,128
2025-05-19 06:13,1.11917,1.11922,1.11899,1.11919,95
2025-05-19 06:14,1.11917,1.11925,1.11906,1.11924,136
2025-05-19 06:15,1.11926,1.11967,1.11922,1.11967,182
2025-05-19 06:16,1.11966,1.11994,1.11963,1.11968,106
2025-05-19 06:17,1.11971,1.11981,1.11967,1.11972,112
2025-05-19 06:18,1.11975,1.11982,1.1195,1.11953,151
2025-05-19 06:19,1.11953,1.11973,1.1195,1.11965,111
2025-05-19 06:20,1.11967,1.11987,1.11962,1.11966,119
2025-05-19 06:21,1.11964,1.11981,1.11954,1.11973,177
2025-05-19 06:22,1.11973,1.11985,1.11972,1.11982,158
2025-05-19 06:23,1.11981,1.12021,1.11981,1.1202,199
2025-05-19 06:24,1.12022,1.12033,1.12001,1.1201,165
2025-05-19 06:25,1.12012,1.12031,1.11997,1.1203,120
2025-05-19 06:26,1.12029,1.12031,1.12005,1.12011,79
2025-05-19 06:27,1.12012,1.12016,1.11984,1.11995,197
2025-05-19 06:28,1.11996,1.12007,1.11983,1.11992,155
2025-05-19 06:29,1.11992,1.12008,1.11992,1.12001,109
2025-05-19 06:30,1.12004,1.12031,1.11991,1.12029,180
2025-05-19 06:31,1.12031,1.12065,1.12031,1.12057,226
2025-05-19 06:32,1.12055,1.12115,1.12055,1.12112,205
2025-05-19 06:33,1.12111,1.12123,1.12108,1.12111,147
2025-05-19 06:34,1.12109,1.12117,1.12096,1.12106,190
2025-05-19 06:35,1.12107,1.12107,1.12073,1.12081,207
2025-05-19 06:36,1.12082,1.12091,1.12062,1.12075,92
2025-05-19 06:37,1.12077,1.12094,1.12076,1.12088,127
2025-05-19 06:38,1.12086,1.12098,1.12063,1.12077,155
2025-05-19 06:39,1.12075,1.12102,1.12075,1.12098,118
